0,1,2,3,评论总数,歌手所在
梁静茹,宁夏,https://music.163.com/song?id=254265,《静茹&情歌 别再为他流泪》,12850,港台
梁静茹,爱久见人心,https://music.163.com/song?id=254037,《理性与感性 作品音乐会》,32581,港台
梁静茹,爱你不是两三天,https://music.163.com/song?id=254319,《恋爱的力量》,4864,港台
梁静茹,没有如果,https://music.163.com/song?id=254099,《崇拜》,1094,港台
梁静茹,问 (Live),https://music.163.com/song?id=108143,《超级星光Pk宝典2》,2866,港台
梁静茹,分手快乐,https://music.163.com/song?id=254309,《亲亲》,55295,港台
梁静茹,崇拜,https://music.163.com/song?id=254129,《理性与感性 作品音乐会》,1210,港台
梁静茹,夜夜夜夜,https://music.163.com/song?id=5252288,《勇气》,5088,港台
梁静茹,亲亲,https://music.163.com/song?id=254144,《丝路》,592,港台
梁静茹,梦醒时分 (Live),https://music.163.com/song?id=108145,《爱久见人心》,1591,港台
梁静茹,如果有一天,https://music.163.com/song?id=254486,《江苏卫视 2016 跨年演唱会》,5108,港台
孙燕姿,克卜勒,https://music.163.com/song?id=1896116022,《百聽不厭流行曲》,66,港台
孙燕姿,遇见,https://music.163.com/song?id=454828887,《白羽毛之恋 华语典藏情歌 Vol.2》,22667,港台
孙燕姿,我怀念的,https://music.163.com/song?id=287063,《逆光》,125925,港台
孙燕姿,开始懂了,https://music.163.com/song?id=287719,《我要的幸福》,59581,港台
孙燕姿,天黑黑,https://music.163.com/song?id=1468114211,《上一首情歌 (国语精选)》,464,港台
孙燕姿,我不难过,https://music.163.com/song?id=1468114210,《上一首情歌 (国语精选)》,181,港台
孙燕姿,绿光,https://music.163.com/song?id=287021,"《My Story, Your Song 经典全纪录 (主打精华版)》",38613,港台
孙燕姿,逆光,https://music.163.com/song?id=287057,《逆光》,21882,港台
孙燕姿,我怀念的 (Live),https://music.163.com/song?id=34200623,《2010垦丁半岛音乐嘉年华》,3881,港台
孙燕姿,当冬夜渐暖,https://music.163.com/song?id=286959,《是时候》,11610,港台
孙燕姿,愚人的国度,https://music.163.com/song?id=286970,《是时候》,11654,港台
孙燕姿,第一天,https://music.163.com/song?id=287248,《完美的一天》,15970,港台
孙燕姿,半句再见,https://music.163.com/song?id=548556869,《半句再见》,39796,港台
孙燕姿,Hey Jude,https://music.163.com/song?id=5241526,《谈情说爱》,1596,港台
孙燕姿,原来你什么都不要,https://music.163.com/song?id=1331876115,《鉴听天碟 - 难忘篇》,744,港台
孙燕姿,眼泪成诗,https://music.163.com/song?id=287041,"《My Story, Your Song 经典全纪录 (主打精华版)》",7838,港台
孙燕姿,我也很想他,https://music.163.com/song?id=287280,《Stefanie》,18801,港台
孙燕姿,克卜勒,https://music.163.com/song?id=28196001,《克卜勒》,40328,港台
孙燕姿,尚好的青春,https://music.163.com/song?id=28283346,《克卜勒》,37511,港台
孙燕姿,Honey Honey,https://music.163.com/song?id=287251,《完美的一天》,13182,港台
陈粒,走马,https://music.163.com/song?id=30431367,《如也》,109265,大陆
陈粒,小半,https://music.163.com/song?id=421423806,《小梦大半》,247302,大陆
陈粒,易燃易爆炸,https://music.163.com/song?id=30431376,《如也》,132902,大陆
陈粒,奇妙能力歌,https://music.163.com/song?id=30431366,《如也》,66271,大陆
陈粒,光,https://music.163.com/song?id=30431364,《如也》,69768,大陆
陈粒,虚拟,https://music.163.com/song?id=421423808,《小梦大半》,82604,大陆
陈粒,历历万乡,https://music.163.com/song?id=30431375,《如也》,12118,大陆
陈粒,性空山,https://music.163.com/song?id=30051774,《未收录的单曲》,54172,大陆
陈粒,祝星,https://music.163.com/song?id=30431368,《如也》,21693,大陆
陈粒,桥豆麻袋,https://music.163.com/song?id=421563713,《小梦大半》,23163,大陆
陈粒,绝对占有 相对自由,https://music.163.com/song?id=30431377,《如也》,21236,大陆
陈粒,如也,https://music.163.com/song?id=30431374,《如也》,7776,大陆
陈粒,自渡,https://music.163.com/song?id=421563717,《小梦大半》,20420,大陆
陈粒,妙龄童,https://music.163.com/song?id=29979822,《未收录的单曲》,13599,大陆
陈粒,不灭,https://music.163.com/song?id=30431365,《如也》,8934,大陆
陈粒,无所求必满载而归,https://music.163.com/song?id=1354445115,《无所求必满载而归》,15846,大陆
陈粒,种种,https://music.163.com/song?id=31152310,《未收录的单曲》,34750,大陆
陈粒,戏台,https://music.163.com/song?id=461301042,《戏台》,19895,大陆
陈粒,芳草地,https://music.163.com/song?id=421563711,《小梦大半》,14114,大陆
陈粒,★,https://music.163.com/song?id=29753852,《未收录的单曲》,11378,大陆
王靖雯不胖,会吗,https://music.163.com/song?id=1897563559,《模样》,627,大陆
王靖雯不胖,不知所措,https://music.163.com/song?id=1897563555,《模样》,58,大陆
王靖雯不胖,说说话,https://music.163.com/song?id=1894042538,《我不再是你生命的一束光》,308,大陆
王靖雯不胖,说说话,https://music.163.com/song?id=1897644645,《模样》,147,大陆
王靖雯不胖,遗憾也值得,https://music.163.com/song?id=1894188248,《遗憾也值得》,452,大陆
王靖雯不胖,永不失联的爱,https://music.163.com/song?id=1896272197,《遇见.想念》,49,大陆
王靖雯不胖,忽而今夏,https://music.163.com/song?id=1893886498,《王靖雯不胖》,93,大陆
王靖雯不胖,空欢喜,https://music.163.com/song?id=1894796557,《空欢喜》,259,大陆
王靖雯不胖,讨,https://music.163.com/song?id=1896259012,《讨》,77,大陆
王靖雯不胖,不知所措（完整版）,https://music.163.com/song?id=1896226985,《王靖雯不胖》,15,大陆
王靖雯不胖,我只是想和你说说话,https://music.163.com/song?id=1897600261,《我不再是你生命的一束光》,354,大陆
王靖雯不胖,几回,https://music.163.com/song?id=1895493116,《几回》,73,大陆
王靖雯不胖,唉,https://music.163.com/song?id=1895991855,《唉》,106,大陆
王靖雯不胖,以后别做朋友,https://music.163.com/song?id=1894048370,《以后别做朋友》,50,大陆
王靖雯不胖,忽而今夏,https://music.163.com/song?id=1894039281,《忽而今夏》,21,大陆
王靖雯不胖,遗憾也值得,https://music.163.com/song?id=1896493463,《王靖雯不胖》,37,大陆
王靖雯不胖,天上的星星不说话（翻自 俞天时Kozay/Rarpid望江晴）,https://music.163.com/song?id=1467981119,,1234,大陆
王靖雯不胖,错的人（翻自 萧亚轩）,https://music.163.com/song?id=1468234117,,4342,大陆
王靖雯不胖,祝贺,https://music.163.com/song?id=1894048402,《祝贺》,15,大陆
王靖雯不胖,我爱你,https://music.163.com/song?id=1895989404,《我爱你》,8,大陆
米津玄师,Lemon,https://music.163.com/song?id=536622304,《Lemon》,312101,日韩
米津玄师,LOSER,https://music.163.com/song?id=512359195,《BOOTLEG》,89880,日韩
米津玄师,打上花火,https://music.163.com/song?id=496869422,《打上花火》,228929,日韩
米津玄师,Flamingo,https://music.163.com/song?id=1318880077,《Flamingo / TEENAGE RIOT》,28773,日韩
米津玄师,死神,https://music.163.com/song?id=1851022762,《Pale Blue》,14315,日韩
米津玄师,灰色と青,https://music.163.com/song?id=512376195,《BOOTLEG》,32597,日韩
米津玄师,打上花火,https://music.163.com/song?id=512358200,《BOOTLEG》,19488,日韩
米津玄师,NANIMONO,https://music.163.com/song?id=433223017,《NANIMONO EP》,7938,日韩
米津玄师,百鬼夜行,https://music.163.com/song?id=28445999,《YANKEE》,3653,日韩
米津玄师,春雷,https://music.163.com/song?id=512359198,《BOOTLEG》,21960,日韩
米津玄师,ピースサイン,https://music.163.com/song?id=485355004,《ピースサイン》,82117,日韩
米津玄师,LOSER,https://music.163.com/song?id=432509390,《LOSER / ナンバーナイン》,15573,日韩
米津玄师,海の幽霊,https://music.163.com/song?id=1369903412,《海の幽霊》,30625,日韩
米津玄师,パプリカ,https://music.163.com/song?id=1466598055,《STRAY SHEEP》,2178,日韩
米津玄师,感電,https://music.163.com/song?id=1466597802,《STRAY SHEEP》,8074,日韩
米津玄师,ごめんね,https://music.163.com/song?id=1321385247,《Flamingo / TEENAGE RIOT》,4664,日韩
米津玄师,Lemon,https://music.163.com/song?id=1466598056,《STRAY SHEEP》,6794,日韩
米津玄师,orion,https://music.163.com/song?id=512377169,《BOOTLEG》,9318,日韩
米津玄师,馬と鹿,https://music.163.com/song?id=1390397310,《馬と鹿》,9386,日韩
米津玄师,爱丽丝,https://music.163.com/song?id=512358197,《BOOTLEG》,5500,日韩
宇多田光,One Last Kiss,https://music.163.com/song?id=1824020871,《One Last Kiss》,33745,日韩
宇多田光,First Love,https://music.163.com/song?id=22786083,《First Love》,10791,日韩
宇多田光,Prisoner Of Love,https://music.163.com/song?id=666406,《HEART STATION》,11091,日韩
宇多田光,First Love (Live),https://music.163.com/song?id=439915158,《Utada Hikaru Unplugged》,686,日韩
宇多田光,Merry Christmas Mr. Lawrence - FYI,https://music.163.com/song?id=1361336637,《This Is The One》,508,日韩
宇多田光,Beautiful World (2021 Remastered),https://music.163.com/song?id=1825842041,《Beautiful World -2021 Remastered-》,1420,日韩
宇多田光,Stay Gold,https://music.163.com/song?id=666395,《HEART STATION》,3506,日韩
宇多田光,Automatic,https://music.163.com/song?id=667320,《Automatic / Time Will Tell》,1561,日韩
宇多田光,Distance,https://music.163.com/song?id=22786055,《Distance》,1043,日韩
宇多田光,誓い,https://music.163.com/song?id=1301349913,《初恋》,1045,日韩
宇多田光,Flavor Of Life,https://music.163.com/song?id=666465,《Flavor Of Life》,2778,日韩
宇多田光,初恋,https://music.163.com/song?id=567601200,《初恋》,2989,日韩
宇多田光,桜流し,https://music.163.com/song?id=26092656,《桜流し》,11224,日韩
宇多田光,Come Back To Me,https://music.163.com/song?id=1361336636,《This Is The One》,159,日韩
宇多田光,Fly Me To The Moon (In Other Words) (2007 MIX / 2021 Remastered),https://music.163.com/song?id=1825844266,《Beautiful World -2021 Remastered-》,393,日韩
宇多田光,First Love,https://music.163.com/song?id=22786040,《Music Box》,196,日韩
宇多田光,あなた,https://music.163.com/song?id=1301349912,《初恋》,1274,日韩
宇多田光,Can You Keep A Secret?,https://music.163.com/song?id=667076,《Can You Keep A Secret?》,701,日韩
宇多田光,Flavor Of Life (Ballad Version),https://music.163.com/song?id=666393,《HEART STATION》,493,日韩
宇多田光,真夏の通り雨,https://music.163.com/song?id=430208484,《Fantôme》,1286,日韩
中岛美嘉,僕が死のうと思ったのは,https://music.163.com/song?id=26830207,《僕が死のうと思ったのは》,533480,日韩
中岛美嘉,雪の華,https://music.163.com/song?id=26085194,《LOVE》,3052,日韩
中岛美嘉,生活在别处的你 Another me,https://music.163.com/song?id=1860567964,《生活在别处的你 Another me》,56388,日韩
中岛美嘉,桜色舞うころ,https://music.163.com/song?id=624825,《BEST》,7492,日韩
中岛美嘉,僕が死のうと思ったのは,https://music.163.com/song?id=29715487,《DEARS(ALL SINGLES BEST)》,5405,日韩
中岛美嘉,雪の華,https://music.163.com/song?id=625096,《雪の華》,17299,日韩
中岛美嘉,《曾经我也想过一了百了》指弹,https://music.163.com/song?id=1893177527,《勇敢生活》,23,日韩
中岛美嘉,Always,https://music.163.com/song?id=29715446,《TEARS(ALL SINGLES BEST)》,480,日韩
中岛美嘉,初恋,https://music.163.com/song?id=1342760268,《雪の華15周年記念ベスト盤 BIBLE》,110,日韩
中岛美嘉,明日世界が終わるなら,https://music.163.com/song?id=25986016,《REAL》,779,日韩
中岛美嘉,FIND THE WAY,https://music.163.com/song?id=26085196,《LOVE》,2375,日韩
中岛美嘉,僕が死のうと思ったのは,https://music.163.com/song?id=467011317,《TOUGH》,18343,日韩
中岛美嘉,一番綺麗な私を,https://music.163.com/song?id=29715444,《TEARS(ALL SINGLES BEST)》,443,日韩
中岛美嘉,Glamorous Sky,https://music.163.com/song?id=624628,《The End》,246,日韩
中岛美嘉,花束,https://music.163.com/song?id=35956954,《花束》,578,日韩
中岛美嘉,LETTER,https://music.163.com/song?id=25986004,《REAL》,1102,日韩
中岛美嘉,流れ星,https://music.163.com/song?id=29715470,《DEARS(ALL SINGLES BEST)》,55,日韩
中岛美嘉,初恋,https://music.163.com/song?id=25706266,《初恋》,1440,日韩
中岛美嘉,僕が死のうと思ったのは (2015演唱会现场版),https://music.163.com/song?id=34766208,《最新热歌慢摇116》,19805,日韩
中岛美嘉,雪花,https://music.163.com/song?id=4876209,《求婚事务所 电视原声带》,452,日韩
Taylor Swift,Love Story,https://music.163.com/song?id=19292984,《Fearless》,67492,欧美
Taylor Swift,Cruel Summer,https://music.163.com/song?id=1382576173,《Lover》,37657,欧美
Taylor Swift,Blank Space,https://music.163.com/song?id=29572501,《1989 (Deluxe)》,15742,欧美
Taylor Swift,Look What You Made Me Do,https://music.163.com/song?id=501133611,《reputation》,657558,欧美
Taylor Swift,Lover,https://music.163.com/song?id=1382778514,《Lover》,40889,欧美
Taylor Swift,Red,https://music.163.com/song?id=1329942991,《reputation Stadium Tour Surprise Song Playlist》,471,欧美
Taylor Swift,Style,https://music.163.com/song?id=29572502,《1989 (Deluxe)》,16157,欧美
Taylor Swift,You Belong With Me,https://music.163.com/song?id=19292987,《Fearless》,22887,欧美
Taylor Swift,Love Story (Taylor's Version) (Elvira Remix),https://music.163.com/song?id=1832563168,《Love Story (Taylor's Version) (Elvira Remix)》,3249,欧美
Taylor Swift,Safe & Sound,https://music.163.com/song?id=2001472,《Safe & Sound》,22529,欧美
Taylor Swift,I Knew You Were Trouble.,https://music.163.com/song?id=1329944259,《reputation Stadium Tour Surprise Song Playlist》,181,欧美
Taylor Swift,exile,https://music.163.com/song?id=1465114465,《folklore (deluxe version)》,25475,欧美
Taylor Swift,Welcome To New York,https://music.163.com/song?id=29561031,《1989 (Deluxe)》,18587,欧美
Taylor Swift,ME!,https://music.163.com/song?id=1382781549,《Lover》,8905,欧美
Taylor Swift,Love Story (1989 Mix),https://music.163.com/song?id=1809108646,,1011,欧美
Taylor Swift,Gorgeous,https://music.163.com/song?id=514235010,《reputation》,68165,欧美
Taylor Swift,Shake It Off,https://music.163.com/song?id=28953033,《Shake It Off》,16055,欧美
Taylor Swift,Welcome To New York,https://music.163.com/song?id=1329944266,《reputation Stadium Tour Surprise Song Playlist》,790,欧美
Taylor Swift,Last Christmas,https://music.163.com/song?id=2002351,《The Taylor Swift Holiday Collection》,6665,欧美
Taylor Swift,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,https://music.163.com/song?id=1895800414,《All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios》,2549,欧美
Justin Bieber,,https://music.163.com/song?id=1859245776,《Weihnachtslieder - Die schönster Klassiker》,129185,欧美
Justin Bieber,,https://music.163.com/song?id=36496695,《Top Hits 2021》,72582,欧美
Justin Bieber,,https://music.163.com/song?id=1830419924,《Christmas Party 2021》,20386,欧美
Justin Bieber,,https://music.163.com/song?id=420922950,《STAY》,37525,欧美
Justin Bieber,Christmas Love,https://music.163.com/song?id=1896979941,《Purpose》,268,欧美
Justin Bieber,Peaches,https://music.163.com/song?id=1897275122,《Changes》,84,欧美
Justin Bieber,Mistletoe,https://music.163.com/song?id=1896979972,《My Worlds》,40,欧美
Justin Bieber,STAY,https://music.163.com/song?id=1859245776,《Pop Pa' Curar La Cruda》,129185,欧美
Justin Bieber,Love Yourself,https://music.163.com/song?id=36496695,《Justice (中国豪华特别版)》,72582,欧美
Justin Bieber,Intentions,https://music.163.com/song?id=1421443440,《Encore》,33676,欧美
Justin Bieber,Eenie Meenie,https://music.163.com/song?id=18638050,《Lonely》,12628,欧美
Justin Bieber,Yummy,https://music.163.com/song?id=1492523045,《Love Me》,1050,欧美
Justin Bieber,Peaches,https://music.163.com/song?id=1830419924,《What Do You Mean?》,20386,欧美
Justin Bieber,Let Me Love You,https://music.163.com/song?id=420922950,《Best Clean Hits》,37525,欧美
Justin Bieber,Lonely,https://music.163.com/song?id=1487478840,《One Time》,22653,欧美
Justin Bieber,Love Me,https://music.163.com/song?id=40237792,《As Long As You Love Me》,5319,欧美
Justin Bieber,What Do You Mean?,https://music.163.com/song?id=34228719,《Sing-Along Hits》,71294,欧美
Justin Bieber,Baby,https://music.163.com/song?id=1894278327,《Despacito (Remix)》,160,欧美
Justin Bieber,One Time,https://music.163.com/song?id=18638059,《Kids Friendly Pop》,10455,欧美
Justin Bieber,As Long As You Love Me,https://music.163.com/song?id=1518938,《Purpose》,35424,欧美
华晨宇,好想爱这个世界啊 (Live),https://music.163.com/song?id=1436910205,《歌手·当打之年 第9期》,407633,大陆
华晨宇,烟火里的尘埃,https://music.163.com/song?id=29004400,《烟火里的尘埃》,325964,大陆
华晨宇,国王与乞丐,https://music.163.com/song?id=32835565,《异类》,151049,大陆
华晨宇,山海 (Live),https://music.163.com/song?id=545799107,《歌手2018 第9期》,20821,大陆
华晨宇,我管你,https://music.163.com/song?id=32619105,《异类》,108960,大陆
华晨宇,寒鸦少年,https://music.163.com/song?id=1305366556,《寒鸦少年》,149776,大陆
华晨宇,齐天,https://music.163.com/song?id=481859794,《齐天》,104650,大陆
华晨宇,异类,https://music.163.com/song?id=33190545,《异类》,105769,大陆
华晨宇,易燃易爆炸 (Live),https://music.163.com/song?id=544151494,《歌手2018 第8期》,23516,大陆
华晨宇,For Forever,https://music.163.com/song?id=426291338,《For Forever》,113689,大陆
华晨宇,Here We Are,https://music.163.com/song?id=420125810,《Here We Are》,107105,大陆
华晨宇,好想爱这个世界啊,https://music.163.com/song?id=1407358755,《好想爱这个世界啊》,1391820,大陆
华晨宇,疯人院 (Live),https://music.163.com/song?id=1439111141,《歌手·当打之年 第10期》,119115,大陆
华晨宇,斗牛 (Live),https://music.163.com/song?id=1422992414,《歌手·当打之年 第2期》,142784,大陆
华晨宇,寻,https://music.163.com/song?id=472137749,《寻》,106693,大陆
华晨宇,你要相信这不是最后一天,https://music.163.com/song?id=1425643256,《你要相信这不是最后一天》,174865,大陆
华晨宇,孩子 (Live),https://music.163.com/song?id=536937393,《歌手2018 第5期》,29736,大陆
华晨宇,蜉蝣,https://music.163.com/song?id=34228112,《异类》,105194,大陆
华晨宇,平凡之路 (Live),https://music.163.com/song?id=548823551,《歌手2018 第11期》,26193,大陆
华晨宇,光年之外 (Live),https://music.163.com/song?id=552458417,《歌手2018 歌王之战》,4460,大陆
